INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT(m),SPEED(km/h),HDOP,DISTANCE(m),
46336,T,2016/03/26,16:50:43.000,DGPS,44.177266,N,9.584246,E,87.2,2.608,1.08,18.44,
46337,T,2016/03/26,16:51:03.000,DGPS,44.177415,N,9.584076,E,89.6,3.658,1.08,21.58,
46338,T,2016/03/26,16:51:23.000,DGPS,44.177442,N,9.584041,E,89.2,0.016,1.09,4.10,
46339,T,2016/03/26,16:51:43.000,DGPS,44.177510,N,9.583977,E,89.1,3.627,1.08,9.16,
46340,T,2016/03/26,16:52:03.000,DGPS,44.177642,N,9.583898,E,86.4,0.013,1.08,16.16,
46341,T,2016/03/26,16:52:23.000,DGPS,44.177654,N,9.583898,E,86.0,1.394,1.26,1.42,
46342,T,2016/03/26,16:52:43.000,DGPS,44.177781,N,9.583714,E,81.0,3.119,1.13,20.98,
46343,T,2016/03/26,16:53:03.000,DGPS,44.177967,N,9.583651,E,83.7,3.751,1.21,21.51,
46344,T,2016/03/26,16:53:23.000,DGPS,44.178035,N,9.583619,E,82.2,0.334,1.09,8.07,
46345,T,2016/03/26,16:53:43.000,DGPS,44.178102,N,9.583614,E,82.3,2.999,1.20,7.49,
46346,T,2016/03/26,16:54:03.000,DGPS,44.178278,N,9.583586,E,81.2,1.527,1.09,19.70,
46347,T,2016/03/26,16:54:23.000,DGPS,44.178440,N,9.583565,E,81.2,0.224,0.93,18.02,
46348,T,2016/03/26,16:54:43.000,DGPS,44.178452,N,9.583563,E,80.8,0.079,0.93,1.44,
46349,T,2016/03/26,16:55:03.000,DGPS,44.178451,N,9.583562,E,80.7,0.016,1.01,0.15,
46350,T,2016/03/26,16:55:23.000,DGPS,44.178451,N,9.583562,E,80.7,0.167,1.09,0.06,
46351,T,2016/03/26,16:55:43.000,DGPS,44.178532,N,9.583612,E,80.2,2.895,1.14,9.89,
46352,T,2016/03/26,16:56:03.000,DGPS,44.178569,N,9.583629,E,79.5,2.596,1.14,4.30,
46353,T,2016/03/26,16:56:23.000,DGPS,44.178674,N,9.583799,E,81.4,5.609,0.98,18.05,
46354,T,2016/03/26,16:56:43.000,DGPS,44.178732,N,9.584023,E,77.6,3.696,0.98,19.38,
46355,T,2016/03/26,16:57:03.000,DGPS,44.178889,N,9.584210,E,73.9,5.088,0.98,23.29,
46356,T,2016/03/26,16:57:23.000,DGPS,44.179060,N,9.584371,E,68.9,3.512,1.44,23.41,
46357,T,2016/03/26,16:57:43.000,DGPS,44.179205,N,9.584566,E,70.9,6.107,1.46,22.57,
46358,T,2016/03/26,16:58:03.000,DGPS,44.179418,N,9.584779,E,75.5,3.323,1.15,29.55,
46359,T,2016/03/26,16:58:23.000,DGPS,44.179528,N,9.584864,E,73.3,3.561,1.07,14.15,
46360,T,2016/03/26,16:58:43.000,DGPS,44.179599,N,9.585034,E,73.1,0.054,1.07,15.66,
46361,T,2016/03/26,16:59:03.000,DGPS,44.179674,N,9.585114,E,68.7,3.951,1.07,11.40,
46362,T,2016/03/26,16:59:23.000,DGPS,44.179729,N,9.585141,E,68.2,0.203,1.07,6.53,
46363,T,2016/03/26,16:59:43.000,DGPS,44.179729,N,9.585142,E,68.2,0.073,1.07,0.11,
46364,T,2016/03/26,17:00:03.000,DGPS,44.179728,N,9.585143,E,68.2,0.048,1.07,0.13,
46365,T,2016/03/26,17:00:23.000,DGPS,44.179826,N,9.585066,E,65.5,2.553,1.07,12.80,
46366,T,2016/03/26,17:00:43.000,DGPS,44.180020,N,9.584944,E,62.3,3.089,1.06,23.84,
46367,T,2016/03/26,17:01:03.000,DGPS,44.180136,N,9.584987,E,64.5,3.274,1.06,13.54,
46368,T,2016/03/26,17:01:23.000,DGPS,44.180141,N,9.585005,E,65.8,1.900,1.06,2.03,
46369,T,2016/03/26,17:01:43.000,DGPS,44.180232,N,9.584940,E,66.7,2.173,1.06,11.39,
46370,T,2016/03/26,17:02:03.000,DGPS,44.180348,N,9.584932,E,71.9,1.850,1.06,13.90,
46371,T,2016/03/26,17:02:23.000,DGPS,44.180455,N,9.584937,E,77.2,1.975,1.06,13.00,
46372,T,2016/03/26,17:02:43.000,DGPS,44.180464,N,9.584910,E,80.4,2.391,1.17,4.02,
46373,T,2016/03/26,17:03:03.000,DGPS,44.180426,N,9.585059,E,81.1,2.664,1.06,12.64,
46374,T,2016/03/26,17:03:23.000,DGPS,44.180523,N,9.585154,E,81.6,2.174,1.06,13.13,
46375,T,2016/03/26,17:03:43.000,DGPS,44.180584,N,9.585287,E,80.5,3.833,1.06,12.69,
46376,T,2016/03/26,17:04:03.000,DGPS,44.180693,N,9.585145,E,78.7,2.376,1.06,16.74,
46377,T,2016/03/26,17:04:23.000,DGPS,44.180880,N,9.585182,E,77.5,1.013,1.06,21.07,
46378,T,2016/03/26,17:04:43.000,DGPS,44.180816,N,9.585157,E,76.4,4.189,1.06,7.47,
46379,T,2016/03/26,17:05:03.000,DGPS,44.180674,N,9.585238,E,78.3,3.653,1.06,17.14,
46380,T,2016/03/26,17:05:23.000,DGPS,44.180635,N,9.585419,E,78.2,2.572,1.06,15.11,
46381,T,2016/03/27,05:46:35.000,SPS,44.183756,N,9.581068,E,150.2,3.860,1.91,496.46,
46382,T,2016/03/27,05:46:55.000,SPS,44.183904,N,9.580993,E,150.3,2.622,1.92,17.54,
46383,T,2016/03/27,05:47:15.000,SPS,44.184076,N,9.581112,E,150.4,2.102,51.98,21.35,
46384,T,2016/03/27,05:47:35.000,SPS,44.184178,N,9.581097,E,150.5,2.168,52.10,11.48,
46385,T,2016/03/27,05:47:55.000,SPS,44.184116,N,9.581212,E,150.6,1.853,1.92,11.57,
46386,T,2016/03/27,05:48:15.000,SPS,44.184220,N,9.581278,E,150.7,1.704,1.92,12.70,
46387,T,2016/03/27,05:48:35.000,SPS,44.184503,N,9.581583,E,54.3,1.960,1.17,104.32,
46388,T,2016/03/27,05:48:55.000,SPS,44.184528,N,9.581312,E,62.5,2.426,1.17,23.39,
46389,T,2016/03/27,05:49:15.000,SPS,44.184448,N,9.581251,E,66.2,0.125,1.27,10.79,
46390,T,2016/03/27,05:49:35.000,SPS,44.184448,N,9.581254,E,66.6,1.630,1.17,0.52,
46391,T,2016/03/27,05:49:55.000,SPS,44.184534,N,9.581336,E,79.7,3.225,1.27,17.42,
46392,T,2016/03/27,05:50:15.000,SPS,44.184636,N,9.581606,E,80.1,4.800,1.27,24.37,
46393,T,2016/03/27,05:50:35.000,SPS,44.184708,N,9.581830,E,81.5,1.717,1.75,19.68,
46394,T,2016/03/27,05:50:55.000,SPS,44.184791,N,9.581848,E,81.5,1.034,1.63,9.35,
46395,T,2016/03/27,05:51:15.000,SPS,44.184791,N,9.581839,E,82.5,0.070,1.17,1.30,
46396,T,2016/03/27,05:51:35.000,SPS,44.184778,N,9.581875,E,82.2,0.443,1.17,3.28,
46397,T,2016/03/27,05:51:55.000,SPS,44.184811,N,9.581909,E,81.2,1.813,1.27,4.63,
46398,T,2016/03/27,05:52:15.000,SPS,44.184940,N,9.582119,E,77.5,4.615,1.27,22.48,
46399,T,2016/03/27,05:52:35.000,SPS,44.185044,N,9.582293,E,74.4,0.281,1.21,18.34,
46400,T,2016/03/27,05:52:55.000,SPS,44.185034,N,9.582326,E,74.4,0.155,1.64,2.90,
46401,T,2016/03/27,05:53:15.000,SPS,44.185038,N,9.582328,E,74.6,0.074,1.18,0.50,
46402,T,2016/03/27,05:53:35.000,SPS,44.185036,N,9.582330,E,74.2,0.196,1.18,0.39,
46403,T,2016/03/27,05:53:55.000,SPS,44.185132,N,9.582492,E,71.8,3.176,1.18,16.92,
46404,T,2016/03/27,05:54:15.000,SPS,44.185127,N,9.582544,E,58.3,2.536,1.18,14.20,
46405,T,2016/03/27,05:54:35.000,SPS,44.185251,N,9.582525,E,52.4,2.335,1.18,15.06,
46406,T,2016/03/27,05:54:55.000,SPS,44.185405,N,9.582489,E,49.9,3.088,1.47,17.63,
46407,T,2016/03/27,05:55:15.000,SPS,44.185411,N,9.582492,E,48.7,1.074,1.18,1.36,
46408,T,2016/03/27,05:55:35.000,SPS,44.185748,N,9.582842,E,48.5,2.837,1.45,46.78,
46409,T,2016/03/27,05:55:55.000,SPS,44.185879,N,9.582981,E,48.5,1.635,1.18,18.27,
46410,T,2016/03/27,05:56:15.000,SPS,44.185921,N,9.582947,E,48.5,1.206,1.36,5.45,
46411,T,2016/03/27,05:56:35.000,SPS,44.186088,N,9.583123,E,49.4,1.948,1.28,23.26,
46412,T,2016/03/27,05:56:55.000,SPS,44.186076,N,9.583375,E,50.5,2.838,1.28,20.23,
46413,T,2016/03/27,05:57:15.000,SPS,44.186148,N,9.583260,E,50.8,0.452,1.28,12.20,
46414,T,2016/03/27,05:57:35.000,SPS,44.185881,N,9.583228,E,50.1,1.979,1.28,29.77,
46415,T,2016/03/27,05:57:55.000,SPS,44.185683,N,9.583161,E,52.9,0.622,1.18,22.85,
46416,T,2016/03/27,05:58:15.000,SPS,44.185701,N,9.583101,E,51.7,1.126,1.18,5.31,
46417,T,2016/03/27,05:58:35.000,SPS,44.185787,N,9.582988,E,51.3,1.437,1.18,13.13,
46418,T,2016/03/27,05:58:55.000,SPS,44.185763,N,9.583089,E,50.7,0.129,1.18,8.50,
46419,T,2016/03/27,05:59:15.000,SPS,44.185753,N,9.583097,E,49.5,0.274,1.18,1.78,
46420,T,2016/03/27,05:59:35.000,SPS,44.185697,N,9.583059,E,48.9,1.586,1.74,7.01,
46421,T,2016/03/27,05:59:55.000,SPS,44.185540,N,9.582948,E,50.3,0.977,1.27,19.59,
46422,T,2016/03/27,06:00:15.000,SPS,44.185309,N,9.582829,E,51.2,1.897,1.90,27.37,
46423,T,2016/03/27,06:00:35.000,SPS,44.185117,N,9.582683,E,46.9,3.394,1.83,24.73,
46424,T,2016/03/27,06:00:55.000,SPS,44.185151,N,9.582579,E,47.6,2.905,2.88,9.17,
46425,T,2016/03/27,06:01:15.000,SPS,44.185189,N,9.582701,E,47.6,1.856,2.23,10.67,
46426,T,2016/03/27,06:01:35.000,SPS,44.184767,N,9.582936,E,46.8,3.772,1.84,50.56,
46427,T,2016/03/27,06:01:55.000,SPS,44.185088,N,9.582997,E,50.0,2.625,1.77,36.23,
46428,T,2016/03/27,06:02:15.000,SPS,44.185336,N,9.582636,E,52.0,2.368,1.19,39.99,
46429,T,2016/03/27,06:02:35.000,SPS,44.185276,N,9.582328,E,53.5,0.053,1.19,25.54,
46430,T,2016/03/27,06:02:55.000,SPS,44.185263,N,9.582337,E,53.5,0.627,1.33,1.62,
46431,T,2016/03/27,06:03:15.000,SPS,44.185257,N,9.582335,E,53.6,0.085,1.19,0.72,
46432,T,2016/03/27,06:03:35.000,SPS,44.185254,N,9.582325,E,53.8,0.115,1.19,0.89,
46433,T,2016/03/27,06:03:55.000,SPS,44.185248,N,9.582328,E,54.6,2.130,1.85,1.09,
46434,T,2016/03/27,06:04:15.000,SPS,44.185070,N,9.582196,E,54.2,1.637,1.29,22.48,
46435,T,2016/03/27,06:04:35.000,SPS,44.184791,N,9.581857,E,56.8,4.471,1.19,41.27,
46436,T,2016/03/27,06:04:55.000,SPS,44.184705,N,9.581486,E,61.7,4.370,1.19,31.51,
46437,T,2016/03/27,06:05:15.000,SPS,44.184683,N,9.581389,E,62.2,1.256,1.19,8.14,
46438,T,2016/03/27,06:05:35.000,SPS,44.184672,N,9.581366,E,62.5,0.227,1.19,2.22,
46439,T,2016/03/27,06:05:55.000,SPS,44.184660,N,9.581299,E,61.3,2.831,1.19,5.67,
46440,T,2016/03/27,06:06:15.000,SPS,44.184486,N,9.581402,E,64.0,2.459,1.19,21.21,
46441,T,2016/03/27,06:06:35.000,SPS,44.184357,N,9.581382,E,62.3,0.891,1.31,14.57,
46442,T,2016/03/27,06:06:55.000,SPS,44.184301,N,9.581368,E,63.0,1.180,1.28,6.37,
46443,T,2016/03/27,06:07:15.000,SPS,44.184277,N,9.581338,E,62.7,1.072,1.40,3.63,
46444,T,2016/03/27,06:07:35.000,SPS,44.184245,N,9.581331,E,63.1,1.014,1.30,3.57,
46445,T,2016/03/27,06:07:55.000,SPS,44.184204,N,9.581400,E,65.1,1.431,1.61,7.43,
46446,T,2016/03/27,06:08:15.000,SPS,44.184164,N,9.581300,E,65.0,1.157,1.72,9.09,
46447,T,2016/03/27,06:08:35.000,SPS,44.184115,N,9.581496,E,64.8,1.864,1.31,16.59,
46448,T,2016/03/27,06:08:55.000,SPS,44.184171,N,9.581499,E,64.8,0.432,1.19,6.26,
46449,T,2016/03/27,06:09:15.000,SPS,44.184297,N,9.581437,E,66.8,3.243,1.19,14.93,
46450,T,2016/03/27,06:09:35.000,SPS,44.184470,N,9.581534,E,72.9,5.208,1.30,21.59,
46451,T,2016/03/27,06:09:55.000,SPS,44.184569,N,9.581757,E,73.4,3.346,1.20,20.93,
46452,T,2016/03/27,06:10:15.000,SPS,44.184761,N,9.582218,E,73.1,1.889,1.20,42.64,
46453,T,2016/03/27,06:10:35.000,SPS,44.184737,N,9.582458,E,74.2,0.241,1.20,19.43,
46454,T,2016/03/27,06:10:55.000,SPS,44.184563,N,9.582683,E,75.1,4.852,3.07,26.34,
46455,T,2016/03/27,06:11:15.000,SPS,44.184462,N,9.582670,E,72.2,1.825,4.98,11.72,
46456,T,2016/03/27,06:16:26.000,SPS,44.184391,N,9.582471,E,82.8,2.534,1.32,20.68,
46457,T,2016/03/27,06:16:46.000,SPS,44.184455,N,9.582469,E,84.0,0.450,1.32,7.25,
46458,T,2016/03/27,06:17:06.000,SPS,44.184493,N,9.582489,E,84.9,0.586,1.32,4.53,
46459,T,2016/03/27,06:17:26.000,SPS,44.184484,N,9.582501,E,85.1,0.439,1.32,1.40,
46460,T,2016/03/27,06:17:46.000,SPS,44.184504,N,9.582492,E,85.2,0.718,1.32,2.40,
46461,T,2016/03/27,06:18:06.000,SPS,44.184521,N,9.582526,E,85.3,0.521,1.32,3.35,
46462,T,2016/03/27,06:18:26.000,SPS,44.184548,N,9.582555,E,85.7,2.126,1.32,3.76,
46463,T,2016/03/27,06:18:46.000,SPS,44.184437,N,9.582522,E,85.4,0.722,1.40,12.66,
46464,T,2016/03/27,06:19:06.000,SPS,44.184471,N,9.582469,E,85.4,1.950,6.82,5.70,
46465,T,2016/03/27,06:19:59.000,SPS,44.185176,N,9.583185,E,85.6,0.827,3.82,97.03,
46466,T,2016/03/27,06:20:19.000,SPS,44.184731,N,9.582707,E,83.9,1.411,4.25,62.56,
46468,T,2016/03/27,06:22:57.000,SPS,44.184129,N,9.582429,E,151.1,3.460,1.55,95.34,
46469,T,2016/03/27,06:23:17.000,SPS,44.183764,N,9.582883,E,180.5,2.821,2.69,61.91,
46470,T,2016/03/27,06:23:37.000,SPS,44.183969,N,9.582498,E,176.4,1.428,1.51,38.44,
46471,T,2016/03/27,06:23:57.000,SPS,44.183996,N,9.582437,E,173.8,2.226,1.55,6.37,
46472,T,2016/03/27,06:24:17.000,SPS,44.183984,N,9.582677,E,172.2,4.157,1.89,19.32,
46473,T,2016/03/27,06:26:04.000,SPS,44.184233,N,9.582616,E,122.0,1.254,1.89,57.53,
46474,T,2016/03/27,06:26:24.000,SPS,44.184338,N,9.582400,E,91.0,0.451,1.73,37.35,
46475,T,2016/03/27,06:26:44.000,SPS,44.184364,N,9.582208,E,90.7,2.911,2.95,15.63,
46476,T,2016/03/27,06:27:04.000,SPS,44.184392,N,9.582263,E,91.7,0.368,1.89,5.49,
46477,T,2016/03/27,06:27:24.000,SPS,44.184333,N,9.582384,E,91.2,1.240,1.33,11.70,
46478,T,2016/03/27,06:27:44.000,SPS,44.184263,N,9.582433,E,90.6,1.509,1.04,8.75,
46479,T,2016/03/27,06:28:04.000,SPS,44.184149,N,9.582219,E,85.9,2.727,1.04,21.83,
46480,T,2016/03/27,06:28:24.000,SPS,44.183985,N,9.582091,E,82.9,1.210,1.04,21.10,
46481,T,2016/03/27,06:28:44.000,SPS,44.183966,N,9.581858,E,80.8,3.891,1.10,18.90,
46482,T,2016/03/27,06:29:04.000,SPS,44.183664,N,9.581875,E,86.4,4.262,1.04,34.13,
46483,T,2016/03/27,06:29:24.000,SPS,44.183428,N,9.582058,E,84.5,3.700,1.04,30.08,
46484,T,2016/03/27,06:29:44.000,SPS,44.183216,N,9.582088,E,80.5,1.896,1.04,23.99,
46485,T,2016/03/27,06:30:04.000,SPS,44.183179,N,9.582437,E,77.5,3.955,1.04,28.37,
46486,T,2016/03/27,06:30:24.000,SPS,44.183220,N,9.582739,E,79.9,0.571,1.04,24.72,
46487,T,2016/03/27,06:30:44.000,SPS,44.183091,N,9.582789,E,83.5,3.421,1.04,15.20,
46488,T,2016/03/27,06:31:04.000,SPS,44.182860,N,9.582781,E,79.3,4.315,1.04,26.04,
46489,T,2016/03/27,06:31:24.000,SPS,44.182911,N,9.582819,E,74.3,0.563,1.04,8.07,
46490,T,2016/03/27,06:31:44.000,SPS,44.182941,N,9.582823,E,73.6,0.069,1.13,3.42,
46491,T,2016/03/27,06:32:04.000,SPS,44.182938,N,9.582828,E,73.5,0.015,1.13,0.52,
46492,T,2016/03/27,06:32:24.000,SPS,44.182939,N,9.582832,E,73.5,0.087,1.13,0.39,
46493,T,2016/03/27,06:32:44.000,SPS,44.182948,N,9.582846,E,73.4,0.268,1.04,1.42,
46494,T,2016/03/27,06:33:04.000,SPS,44.182965,N,9.582868,E,72.7,0.670,1.04,2.70,
46495,T,2016/03/27,06:33:24.000,SPS,44.182964,N,9.583168,E,65.7,3.629,1.04,24.98,
46496,T,2016/03/27,06:33:44.000,SPS,44.182804,N,9.583453,E,58.8,4.101,1.04,29.81,
46497,T,2016/03/27,06:34:04.000,SPS,44.182626,N,9.583602,E,55.1,0.763,1.04,23.40,
46498,T,2016/03/27,06:34:24.000,SPS,44.182614,N,9.583598,E,52.6,3.778,1.19,2.88,
46499,T,2016/03/27,06:34:44.000,SPS,44.182792,N,9.583623,E,55.0,4.674,1.04,20.03,
46500,T,2016/03/27,06:35:04.000,SPS,44.182851,N,9.583598,E,54.4,5.154,1.04,6.95,
46501,T,2016/03/27,06:35:24.000,SPS,44.182660,N,9.583487,E,55.6,4.261,1.04,23.02,
46502,T,2016/03/27,06:35:44.000,SPS,44.182471,N,9.583547,E,58.0,3.613,1.04,21.69,
46503,T,2016/03/27,06:36:04.000,SPS,44.182324,N,9.583728,E,62.8,3.915,1.04,22.33,
46504,T,2016/03/27,06:36:24.000,SPS,44.182019,N,9.583949,E,51.2,4.094,1.27,39.92,
46505,T,2016/03/27,06:36:44.000,SPS,44.181932,N,9.584043,E,51.1,3.240,1.54,12.22,
46506,T,2016/03/27,06:37:04.000,SPS,44.181874,N,9.584171,E,51.5,3.271,1.27,12.17,
46507,T,2016/03/27,06:37:24.000,SPS,44.181787,N,9.584205,E,52.3,0.286,1.27,10.11,
46508,T,2016/03/27,06:37:44.000,SPS,44.181666,N,9.584270,E,53.8,2.200,1.27,14.50,
46509,T,2016/03/27,06:38:04.000,SPS,44.181655,N,9.584267,E,54.2,1.877,1.21,1.26,
46510,T,2016/03/27,06:38:24.000,SPS,44.181554,N,9.584296,E,58.8,2.200,1.21,12.37,
46511,T,2016/03/27,06:38:44.000,SPS,44.181433,N,9.584321,E,66.1,3.460,1.05,15.37,
46512,T,2016/03/27,06:39:04.000,SPS,44.181371,N,9.584372,E,69.7,2.881,1.21,8.85,
46513,T,2016/03/27,06:39:24.000,SPS,44.181410,N,9.584438,E,72.2,2.165,0.98,7.28,
46514,T,2016/03/27,06:39:44.000,SPS,44.181306,N,9.584355,E,72.3,2.943,1.26,13.28,
46515,T,2016/03/27,06:40:04.000,SPS,44.181201,N,9.584402,E,63.9,2.601,1.11,14.91,
46516,T,2016/03/27,06:40:24.000,SPS,44.181036,N,9.584402,E,56.0,3.508,1.11,19.91,
46517,T,2016/03/27,06:40:44.000,SPS,44.180868,N,9.584529,E,55.6,0.858,1.25,21.30,
46518,T,2016/03/27,06:41:04.000,SPS,44.180876,N,9.584749,E,60.5,2.115,1.12,18.32,
46519,T,2016/03/27,06:41:24.000,SPS,44.180860,N,9.584889,E,63.3,2.074,1.02,11.67,
46520,T,2016/03/27,06:41:44.000,SPS,44.180890,N,9.585064,E,66.5,2.162,1.12,14.72,
46521,T,2016/03/27,06:42:04.000,SPS,44.180904,N,9.585143,E,68.2,2.197,1.12,6.78,
46522,T,2016/03/27,06:42:24.000,SPS,44.180766,N,9.585138,E,69.6,3.507,1.12,15.43,
46523,T,2016/03/27,06:42:44.000,SPS,44.180598,N,9.585212,E,70.1,3.387,1.02,19.49,
46524,T,2016/03/27,06:43:04.000,SPS,44.180547,N,9.585290,E,70.1,0.850,1.25,8.51,
46525,T,2016/03/27,06:43:24.000,SPS,44.180444,N,9.585311,E,70.7,2.362,1.15,11.59,
46526,T,2016/03/27,06:43:44.000,SPS,44.180390,N,9.585432,E,71.5,0.658,1.31,11.40,
46527,T,2016/03/27,06:44:04.000,SPS,44.180340,N,9.585454,E,72.2,0.549,1.15,5.94,
46528,T,2016/03/27,06:44:24.000,SPS,44.180392,N,9.585538,E,73.2,1.918,1.41,8.94,
46529,T,2016/03/27,06:44:44.000,SPS,44.180517,N,9.585440,E,73.9,4.035,1.57,16.05,
46530,T,2016/03/27,08:06:43.000,SPS,44.180472,N,9.585228,E,123.9,0.752,4.84,53.02,
46531,T,2016/03/27,08:07:03.000,SPS,44.180669,N,9.585133,E,82.3,1.148,1.09,47.54,
46532,T,2016/03/27,08:07:23.000,SPS,44.180806,N,9.585157,E,66.0,3.811,1.10,22.45,
46533,T,2016/03/27,08:07:43.000,SPS,44.180898,N,9.585180,E,64.4,0.246,1.10,10.48,
46534,T,2016/03/27,08:08:03.000,SPS,44.180935,N,9.585158,E,65.1,0.035,1.10,4.57,
46535,T,2016/03/27,08:08:23.000,SPS,44.180936,N,9.585157,E,65.1,0.269,1.10,0.14,
46536,T,2016/03/27,08:08:43.000,DGPS,44.180936,N,9.585161,E,65.0,0.009,1.10,0.33,
46537,T,2016/03/27,08:09:03.000,DGPS,44.180925,N,9.585155,E,71.6,0.733,1.31,6.77,
46538,T,2016/03/27,08:09:23.000,DGPS,44.180927,N,9.585150,E,75.4,0.918,1.17,3.74,
46539,T,2016/03/27,08:09:43.000,DGPS,44.180929,N,9.585173,E,76.2,0.303,1.10,2.02,
46540,T,2016/03/27,08:10:03.000,DGPS,44.180922,N,9.585134,E,75.4,1.825,1.10,3.29,
46541,T,2016/03/27,08:10:23.000,DGPS,44.180887,N,9.584937,E,67.2,1.457,1.10,18.22,
46542,T,2016/03/27,08:10:43.000,DGPS,44.180906,N,9.584785,E,62.8,2.817,1.10,13.06,
46543,T,2016/03/27,08:11:03.000,DGPS,44.180924,N,9.584612,E,60.2,2.053,1.10,14.26,
46544,T,2016/03/27,08:11:23.000,DGPS,44.181115,N,9.584517,E,58.7,2.389,1.10,22.52,
46545,T,2016/03/27,08:11:43.000,DGPS,44.181203,N,9.584574,E,57.1,1.469,1.31,10.93,
46546,T,2016/03/27,08:12:03.000,DGPS,44.181284,N,9.584503,E,58.9,1.769,1.17,10.77,
46547,T,2016/03/27,08:12:23.000,DGPS,44.181372,N,9.584522,E,61.3,1.509,1.10,10.21,
46548,T,2016/03/27,08:12:43.000,DGPS,44.181403,N,9.584520,E,61.7,1.524,1.10,3.45,
46549,T,2016/03/27,08:13:03.000,DGPS,44.181495,N,9.584581,E,63.3,1.458,1.10,11.46,
46550,T,2016/03/27,08:13:23.000,DGPS,44.181613,N,9.584767,E,65.8,2.633,1.10,19.98,
46551,T,2016/03/27,08:13:43.000,DGPS,44.181716,N,9.584966,E,66.0,1.901,1.10,19.61,
46552,T,2016/03/27,08:14:03.000,DGPS,44.181799,N,9.585160,E,68.5,1.883,1.10,18.22,
46553,T,2016/03/27,08:14:23.000,DGPS,44.181922,N,9.585321,E,71.3,3.244,1.10,18.95,
46554,T,2016/03/27,08:14:43.000,DGPS,44.181948,N,9.585383,E,76.9,1.711,1.10,8.12,
46555,T,2016/03/27,08:15:03.000,DGPS,44.182048,N,9.585406,E,80.4,2.360,1.10,11.75,
46556,T,2016/03/27,08:15:23.000,DGPS,44.182123,N,9.585409,E,83.6,1.399,1.11,8.88,
46557,T,2016/03/27,08:15:43.000,DGPS,44.182173,N,9.585685,E,89.4,3.448,1.11,23.44,
46558,T,2016/03/27,08:16:03.000,DGPS,44.182115,N,9.585832,E,92.2,2.589,1.49,13.71,
46559,T,2016/03/27,08:16:23.000,DGPS,44.182068,N,9.586010,E,94.1,3.137,1.30,15.29,
46560,T,2016/03/27,08:16:43.000,DGPS,44.182034,N,9.586126,E,99.4,3.031,1.29,11.38,
46561,T,2016/03/27,08:17:03.000,DGPS,44.182014,N,9.586283,E,103.6,3.082,1.29,13.38,
46562,T,2016/03/27,08:17:23.000,DGPS,44.182041,N,9.586499,E,111.1,2.707,1.29,19.03,
46563,T,2016/03/27,08:17:43.000,DGPS,44.182035,N,9.586648,E,113.3,2.413,1.29,12.17,
46564,T,2016/03/27,08:18:03.000,DGPS,44.182009,N,9.586841,E,116.9,2.241,1.29,16.14,
46565,T,2016/03/27,08:18:23.000,DGPS,44.181853,N,9.586981,E,123.3,3.595,1.29,21.59,
46566,T,2016/03/27,08:18:43.000,DGPS,44.181827,N,9.587121,E,128.8,1.896,1.29,12.86,
46567,T,2016/03/27,08:19:03.000,DGPS,44.181808,N,9.587264,E,132.3,0.889,1.42,12.13,
46568,T,2016/03/27,08:19:23.000,DGPS,44.181807,N,9.587322,E,131.7,1.895,1.29,4.67,
46569,T,2016/03/27,08:19:43.000,DGPS,44.181811,N,9.587546,E,126.1,3.577,1.29,18.78,
46570,T,2016/03/27,08:20:03.000,DGPS,44.181667,N,9.587609,E,126.0,2.184,1.29,16.77,
46571,T,2016/03/27,08:20:23.000,DGPS,44.181656,N,9.587623,E,126.8,0.224,1.70,1.78,
46572,T,2016/03/27,08:20:43.000,DGPS,44.181623,N,9.587645,E,127.2,2.824,1.29,4.09,
46573,T,2016/03/27,08:21:03.000,DGPS,44.181574,N,9.587665,E,128.5,0.021,1.68,5.81,
46574,T,2016/03/27,08:21:23.000,DGPS,44.181574,N,9.587664,E,128.5,0.043,1.67,0.07,
46575,T,2016/03/27,08:21:43.000,DGPS,44.181566,N,9.587688,E,129.8,1.619,1.66,2.46,
46576,T,2016/03/27,08:22:03.000,DGPS,44.181508,N,9.587815,E,141.9,2.499,1.29,17.10,
46577,T,2016/03/27,08:22:23.000,DGPS,44.181442,N,9.588027,E,148.7,4.019,1.29,19.71,
46578,T,2016/03/27,08:22:43.000,DGPS,44.181355,N,9.588203,E,149.3,2.729,1.29,17.06,
46579,T,2016/03/27,08:23:03.000,DGPS,44.181282,N,9.588409,E,148.4,3.353,1.24,18.35,
46580,T,2016/03/27,08:23:23.000,DGPS,44.181314,N,9.588620,E,149.9,3.319,1.24,17.33,
46581,T,2016/03/27,08:23:43.000,DGPS,44.181253,N,9.588763,E,150.8,1.622,1.24,13.28,
46582,T,2016/03/27,08:24:03.000,DGPS,44.181186,N,9.588755,E,153.7,2.544,1.24,8.03,
46583,T,2016/03/27,08:24:23.000,DGPS,44.181191,N,9.588712,E,154.9,1.316,1.24,3.63,
46584,T,2016/03/27,08:24:43.000,DGPS,44.181035,N,9.588545,E,156.3,2.773,1.08,21.96,
46585,T,2016/03/27,08:25:03.000,DGPS,44.180945,N,9.588589,E,161.1,2.877,1.23,11.65,
46586,T,2016/03/27,08:25:23.000,DGPS,44.180882,N,9.588776,E,166.1,2.681,1.23,17.25,
46587,T,2016/03/27,08:25:43.000,DGPS,44.180830,N,9.588906,E,169.0,2.228,1.23,12.26,
